ID,Nombre,Goles,Foto,DefaultFoto,FechaNacimiento,Posicion,LugarNacimiento,Apodo,CampeonatosUruguayos,TitulosInternacionales,Oficiales_partidosjugados,Oficiales_partidosganados,Oficiales_partidosempatados,Oficiales_partidosperdidos,Oficiales_golesmarcados,Amistosos_partidosjugados,Amistosos_partidosganados,Amistosos_partidosempatados,Amistosos_partidosperdidos,Amistosos_golesmarcados,ClasicosOficiales_partidosjugados,ClasicosOficiales_partidosganados,ClasicosOficiales_partidosempatados,ClasicosOficiales_partidosperdidos,ClasicosOficiales_golesmarcados,ClasicosAmistosos_partidosjugados,ClasicosAmistosos_partidosganados,ClasicosAmistosos_partidosempatados,ClasicosAmistosos_partidosperdidos,ClasicosAmistosos_golesmarcados
2543,Matías Alarcón,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2543.jpg,False,17/02/1999,vcVolante central,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,J. Bonomi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2544.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,M. Mino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2545.jpg,True,-,liLateral izquierdo,-,-,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,Federico Antúnez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2546.jpg,False,06/01/1997,dcDefensa central,"San José, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,Agustín Nadruz Blanco,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2547.jpg,False,29/06/1996,vcVolante central,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,Miguel Merentiel,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2548.jpg,False,24/02/1996,dDelantero,"Paysandú, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,Álvaro Acevedo Fagúndez Suárez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2549.jpg,False,18/05/1995,dcDefensa central,"Artigas, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,Maximiliano Ramos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2550.jpg,True,21/06/1996,ldLateral derecho,"Artigas, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2551,Anyelo Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2551.jpg,False,28/07/1995,dDelantero,"Artigas, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,Júnior Núñez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2552.jpg,True,19/05/1994,dDelantero,"Artigas, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,Cristian Martín Higuimaran Alegre,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2553.jpg,False,06/08/1996,voVolante ofensivo,"Canelones, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,Luis Iván Cartés Maidana,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2554.jpg,False,29/03/1998,gGolero,"Maldonado, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,Armando Méndez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2555.jpg,False,31/03/1996,ldLateral derecho,"San José, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,Maximiliano Silvera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2556.jpg,True,25/01/1998,ldLateral derecho,"Canelones, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,Jonathan Valle (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2557.jpg,False,26/04/1993,dcDefensa central,"Santa Fé, Argentina",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,Agustín Pírez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2558.jpg,False,27/11/1996,liLateral izquierdo,"Soriano, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,Sergio Agustín Peralta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2559.jpg,False,17/06/1995,vcVolante central,"Paysandú, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,A. Gardera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2560.jpg,True,-,dDelantero,-,-,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,Juan Antonio Peluffo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2562.jpg,True,-,ldLateral derecho,-,-,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,Navarrón,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2563.jpg,True,-,dDelantero,-,-,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,J. Gini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2564.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,Cabrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2565.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567,F. Varela,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2567.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,Sebastián Hohl Lorenzo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2569.jpg,False,20/06/2000,liLateral izquierdo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,Diego Tabárez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2570.jpg,False,23/03/2000,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,Cristian Álvez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2571.jpg,False,18/03/2000,vcVolante central,"Montevideo, Uruguay",Toto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,Axel Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2572.jpg,False,12/09/2001,dDelantero,"Soriano, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,Leonardo Henriques Coelho,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2573.jpg,False,17/05/1993,dcDefensa central,"Río de Janeiro, Brasil",-,0.0,0.0,90.0,51.0,21.0,18.0,3.0,11.0,2.0,4.0,5.0,0.0,6.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0
2574,Mario Enrique Raffart,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2574.jpg,False,04/12/1954,dDelantero,"Entre Ríos, Argentina",Metralleta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,Walter Orestes Rey,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2575.jpg,False,-,dDelantero,Argentina,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,Fabricio Méndez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2576.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,Celestino Tejera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2577.jpg,False,04/05/1973,dDelantero,"Maldonado, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,José Zaballa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2578.jpg,True,-,dDelantero,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,Richard Fabián Pérez Borges,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2579.jpg,True,23/09/1973,dDelantero,"Lavalleja, Uruguay",Pájaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,Elbio Maximiliano Álvarez Wallace,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2580.jpg,False,13/06/1994,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,Carlos Andrés Sánchez Arcosa,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2581.jpg,False,02/12/1984,voVolante ofensivo,"Montevideo, Uruguay",Pato,0.0,0.0,23.0,13.0,4.0,6.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2582,Jorge Fleitas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2582.jpg,False,24/01/1993,gGolero,"Salto, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,Bruno Martín Correa Araújo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2583.jpg,False,27/07/1991,voVolante ofensivo,"Montevideo, Uruguay",Cachimba,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,Emiliano Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2584.jpg,False,12/12/1992,liLateral izquierdo,"Canelones, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,Bruno Santos (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2585.jpg,False,-,dcDefensa central,Brasil,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,Nelson Gabriel Samurio Cardozo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2586.jpg,False,11/01/1994,ldLateral derecho,"Tacuarembó, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,Lucas Patricio Romano (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2587.jpg,False,12/06/1992,dDelantero,"Buenos Aires, Argentina",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,Agustín Gutiérrez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2588.jpg,False,11/02/1992,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,Ernesto Ezequiel Hernández Oncina,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2589.jpg,False,26/07/1985,gGolero,"Montevideo, Uruguay",El Profeta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,Maximiliano López,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2590.jpg,False,-,ldLateral derecho,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2591,Pablo Adrián Castro Duret,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2591.jpg,False,18/01/1985,liLateral izquierdo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2592,Olivieri,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2592.jpg,True,-,dcDefensa central,-,-,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2593,Vila,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2593.jpg,True,-,dcDefensa central,-,-,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,Casenave,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2594.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,Severo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2596.jpg,True,-,dcDefensa central,-,-,0.0,0.0,6.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2597,Luis Cesano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2597.jpg,False,11/01/1989,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2598,Gabriel Cabrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2598.jpg,False,-,dcDefensa central,-,Bocha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,Federico Púa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2599.jpg,False,08/02/1988,voVolante ofensivo,Uruguay,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,Claudio Etchechury,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2600.jpg,False,04/07/1991,vcVolante central,"Rivera, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,Aníbal Gabriel Alcoba Rebollo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2601.jpg,False,24/01/1980,voVolante ofensivo,"Tacuarembó, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,Gastón Nicolás Balbuena Rieta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2602.jpg,False,30/01/1986,ldLateral derecho,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2603,Daniel Barreto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2603.jpg,False,10/01/1986,voVolante ofensivo,"Colonia, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,Sebastián Schneider,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2604.jpg,False,-,ldLateral derecho,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605,Paulo Toledo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2605.jpg,True,-,dcDefensa central,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2606,Raúl Andrés Tarragona Lemos,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2606.jpg,False,06/03/1987,dDelantero,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2607,Ramón Bucetta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2607.jpg,False,-,ldLateral derecho,Uruguay,-,0.0,0.0,4.0,3.0,1.0,0.0,0.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0
2614,Horacio Finamore,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2614.jpg,False,-,dDelantero,"Buenos Aires, Argentina",-,0.0,0.0,3.0,2.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2615,Aníbal Montero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2615.jpg,True,-,dDelantero,Uruguay,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2617,Jorge Milton Riveiro Cáceres,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2617.jpg,True,03/03/1952,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,Saccone,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2618.jpg,False,-,dDelantero,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625,Luis Alberto Francisco Larraura Alsina,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2625.jpg,True,-,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2626,Jorge Roberto Enrico,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2626.jpg,True,01/01/1923,dDelantero,"Buenos Aires, Argentina",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2627,Federico Horacio Laens Martino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2627.jpg,False,14/01/1988,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2628,Ricardo Cubilla Behr,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2628.jpg,False,05/11/1965,dDelantero,Uruguay,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2629,Octavio Luis Acquarone Salaberry,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2629.jpg,True,21/08/1886,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2633,Jhonny Mario Da Costa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2633.jpg,True,-,dcDefensa central,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,Roberto Figueroa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2637.jpg,False,20/03/1904,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2638,Julio César Rivadavia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2638.jpg,False,28/01/1954,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2639,Pablo Aniceto Dorado Gallinares,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2639.jpg,False,22/06/1908,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,Joaquín Ferreira Padilla,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2642.jpg,False,02/07/2003,ldLateral derecho,"Rivera, Uruguay",-,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2643,Óscar José Cruz González,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2643.jpg,False,04/04/2002,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,7.0,4.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2644,Gonzalo Elliot,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2644.jpg,False,-,dcDefensa central,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2645,Picarelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2645.jpg,True,-,voVolante ofensivo,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,San Román,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2646.jpg,True,-,dDelantero,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,José Arrico,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2647.jpg,True,-,dcDefensa central,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
